package_name,version,epoch,repository,languages,Programming language
rapidjson,1.1.0,2,https://github.com/miloyip/rapidjson,"{'C++': 1462528, 'C': 33429, 'CMake': 18707, 'Python': 9059, 'Shell': 3294, 'Dockerfile': 229, 'JavaScript': 94}",Python
rclone,1.68.1,0,https://github.com/rclone/rclone,"{'Go': 7514116, 'HTML': 34707, 'Shell': 33720, 'Python': 32405, 'JavaScript': 21079, 'Makefile': 11900, 'C': 3283, 'Dockerfile': 2947, 'PHP': 2519, 'Batchfile': 616}",Python
reflex,0.6.1,0,https://github.com/reflex-dev/reflex,"{'Python': 4251765, 'JavaScript': 36130, 'Jinja': 16960, 'PowerShell': 11738, 'Shell': 11442, 'Dockerfile': 6465, 'Batchfile': 342, 'CSS': 112}",Python
rethinkdb,2.4.4,5,https://github.com/rethinkdb/rethinkdb,"{'C++': 17609170, 'Python': 3859241, 'JavaScript': 117763, 'C': 84834, 'Ruby': 65944, 'Makefile': 55294, 'Shell': 54936, 'HTML': 20914, 'Haskell': 13234, 'XSLT': 11648, 'Perl': 6368, 'CSS': 6111, 'Less': 3320, 'AppleScript': 2600, 'Roff': 572}",Python
ripgrep,14.1.1,0,https://github.com/BurntSushi/ripgrep,"{'Rust': 1694751, 'Python': 47804, 'Shell': 38203, 'Roff': 13861, 'Ruby': 804}",Python
rlwrap,0.46.1,0,https://github.com/hanslub42/rlwrap,"{'C': 328582, 'Perl': 86645, 'Python': 54188, 'M4': 20129, 'Ruby': 11617, 'Makefile': 2729, 'Shell': 865}",Python
rook,1.15.3,0,https://github.com/rook/rook,"{'Go': 5302004, 'Shell': 155294, 'Python': 111425, 'Makefile': 44131, 'Smarty': 15540, 'JavaScript': 7286, 'Dockerfile': 1693, 'Ruby': 264, 'HTML': 259}",Python
rpm,4.19.1,1,https://github.com/rpm-software-management/rpm,"{'C++': 1702954, 'C': 618413, 'Shell': 62180, 'CMake': 34321, 'Python': 16186, 'Lua': 138}",Python
rqlite,8.31.2,0,https://github.com/rqlite/rqlite,"{'Go': 1470589, 'Python': 127903, 'Shell': 6952, 'Dockerfile': 2928}",Python
rrdtool,1.9.0,0,https://github.com/oetiker/rrdtool-1.x,"{'C': 1568891, 'Shell': 114976, 'M4': 73170, 'C#': 39030, 'Perl': 24084, 'XS': 18412, 'Makefile': 17435, 'Lua': 7525, 'Python': 3950, 'Batchfile': 3803, 'Ruby': 2503, 'Awk': 1410, 'Tcl': 1257}",Python
rstudio,2023.12.1_p402,1,https://github.com/rstudio/rstudio,"{'Java': 14489137, 'C++': 13770156, 'JavaScript': 6267027, 'R': 1682509, 'C': 1634231, 'CSS': 659801, 'TypeScript': 605443, 'HTML': 517500, 'CMake': 230124, 'Less': 200665, 'Shell': 164688, 'Python': 84105, 'Batchfile': 28830, 'Groovy': 17100, 'Objective-C++': 15666, 'Lua': 8043, 'PowerShell': 5606, 'Ruby': 1323, 'Cuda': 905, 'Stan': 750, 'Starlark': 739, 'Makefile': 299, 'Dockerfile': 209, 'Emacs Lisp': 87}",JavaScript
rsyslog,8.2408.0,1,https://github.com/rsyslog/rsyslog,"{'C': 5229558, 'Shell': 1674004, 'JavaScript': 244987, 'Makefile': 134904, 'M4': 120840, 'Python': 60355, 'Roff': 41361, 'Lex': 20833, 'Yacc': 8596, 'Perl': 6098, 'Java': 2480, 'Tcl': 244, 'Ruby': 45}",JavaScript
ruby3.0-bundler,2.5.21,0,https://github.com/rubygems/rubygems,"{'Ruby': 4648042, 'Roff': 123320, 'Rust': 2535, 'Shell': 2364, 'Dockerfile': 636, 'Batchfile': 37}",Ruby
ruby3.1-bundler,2.5.21,0,https://github.com/rubygems/rubygems,"{'Ruby': 4648042, 'Roff': 123320, 'Rust': 2535, 'Shell': 2364, 'Dockerfile': 636, 'Batchfile': 37}",Ruby
ruby-3.1,3.1.6,3,https://github.com/ruby/ruby,"{'Ruby': 35417607, 'C': 15995194, 'C++': 1589954, 'Rust': 1284218, 'Makefile': 1166820, 'Yacc': 520000, 'HTML': 201805, 'M4': 195196, 'Roff': 123320, 'Python': 98745, 'GDB': 36332, 'Ragel': 28852, 'Assembly': 22534, 'CSS': 20186, 'Shell': 16362, 'JavaScript': 15557, 'Batchfile': 13326, 'Emacs Lisp': 4294, 'Scheme': 557, 'Raku': 506, 'Perl': 178, 'sed': 103, 'Dockerfile': 81}",Ruby
ruby3.2-activemodel,7.2.1,0,https://github.com/rails/rails,"{'Ruby': 16952191, 'JavaScript': 216980, 'HTML': 196880, 'SCSS': 47409, 'CSS': 47127, 'Dockerfile': 2096, 'Shell': 668}",Ruby
ruby3.2-activesupport,7.2.1,1,https://github.com/rails/rails,"{'Ruby': 16952191, 'JavaScript': 216980, 'HTML': 196880, 'SCSS': 47409, 'CSS': 47127, 'Dockerfile': 2096, 'Shell': 668}",Ruby
ruby3.2-addressable,2.8.7,0,https://github.com/sporkmonger/addressable,{'Ruby': 403281},Ruby
ruby3.2-aes_key_wrap,1.1.0,4,https://github.com/tomdalling/aes_key_wrap,"{'Ruby': 11408, 'Shell': 115}",Ruby
ruby3.2-async-http,0.80.0,0,https://github.com/socketry/async-http,{'Ruby': 151039},Ruby
ruby3.2-async-io,1.43.2,1,https://github.com/socketry/async-io,{'Ruby': 104580},Ruby
ruby3.2-async-pool,0.8.1,0,https://github.com/socketry/async-pool,{'Ruby': 27108},Ruby
ruby3.2-async,2.14.2,0,https://github.com/socketry/async,{'Ruby': 163608},Ruby
ruby3.2-attr_required,1.0.2,1,https://github.com/nov/attr_required,{'Ruby': 10561},Ruby
ruby3.2-aws-eventstream,1.3.0,3,https://github.com/aws/aws-sdk-ruby,"{'Ruby': 203626966, 'Gherkin': 82569, 'Mustache': 56934, 'JavaScript': 17197, 'HTML': 2953, 'CSS': 855}",Ruby
ruby3.2-aws-partitions,1.957.0,1,https://github.com/aws/aws-sdk-ruby,"{'Ruby': 203626966, 'Gherkin': 82569, 'Mustache': 56934, 'JavaScript': 17197, 'HTML': 2953, 'CSS': 855}",Ruby
ruby3.2-aws-sdk-cloudwatchlogs,1.87.0,3,https://github.com/aws/aws-sdk-ruby,"{'Ruby': 203626966, 'Gherkin': 82569, 'Mustache': 56934, 'JavaScript': 17197, 'HTML': 2953, 'CSS': 855}",Ruby
ruby3.2-aws-sdk-core,3.201.3,0,https://github.com/aws/aws-sdk-ruby,"{'Ruby': 203626966, 'Gherkin': 82569, 'Mustache': 56934, 'JavaScript': 17197, 'HTML': 2953, 'CSS': 855}",Ruby
ruby3.2-aws-sdk-kms,1.88.0,2,https://github.com/aws/aws-sdk-ruby,"{'Ruby': 203626966, 'Gherkin': 82569, 'Mustache': 56934, 'JavaScript': 17197, 'HTML': 2953, 'CSS': 855}",Ruby
ruby3.2-aws-sdk-s3,1.156.0,3,https://github.com/aws/aws-sdk-ruby,"{'Ruby': 203626966, 'Gherkin': 82569, 'Mustache': 56934, 'JavaScript': 17197, 'HTML': 2953, 'CSS': 855}",Ruby
ruby3.2-aws-sdk-sqs,1.80.0,3,https://github.com/aws/aws-sdk-ruby,"{'Ruby': 203626966, 'Gherkin': 82569, 'Mustache': 56934, 'JavaScript': 17197, 'HTML': 2953, 'CSS': 855}",Ruby
ruby3.2-aws-sigv4,1.9.0,0,https://github.com/aws/aws-sdk-ruby,"{'Ruby': 203626966, 'Gherkin': 82569, 'Mustache': 56934, 'JavaScript': 17197, 'HTML': 2953, 'CSS': 855}",Ruby
ruby3.2-base64,0.2.0,2,https://github.com/ruby/base64.git,"{'Ruby': 20662, 'Shell': 131}",Ruby
ruby3.2-bouncy-castle-java,1.5.0146.1,1,https://github.com/nahi/bouncy-castle-java,{'Ruby': 106},Ruby
ruby3.2-bundler,2.5.21,0,https://github.com/rubygems/rubygems,"{'Ruby': 4648042, 'Roff': 123320, 'Rust': 2535, 'Shell': 2364, 'Dockerfile': 636, 'Batchfile': 37}",Ruby
ruby3.2-charlock_holmes,0.7.9,1,https://github.com/brianmario/charlock_holmes,"{'Ruby': 25562, 'C': 13126, 'C++': 3304}",Ruby
ruby3.2-chronic_duration,0.10.6,2,https://github.com/hpoydar/chronic_duration,{'Ruby': 19267},Ruby
ruby3.2-clamp,1.3.2,1,https://github.com/mdub/clamp,{'Ruby': 89166},Ruby
ruby3.2-coderay,1.1.3,1,https://github.com/rubychan/coderay,"{'Ruby': 471426, 'Python': 23}",Ruby
ruby3.2-concurrent-ruby,1.3.1,0,https://github.com/ruby-concurrency/concurrent-ruby.git,"{'Ruby': 1457388, 'Java': 405691, 'C': 10976, 'CSS': 2279, 'HTML': 1595}",Ruby
ruby3.2-connection_pool,2.4.1,5,https://github.com/mperham/connection_pool,{'Ruby': 38124},Ruby
ruby3.2-console,1.27.0,1,https://github.com/socketry/console,{'Ruby': 77520},Ruby
ruby3.2-cool.io,1.9.0,0,https://github.com/tarcieri/cool.io.git,"{'C': 256870, 'Ruby': 63885, 'C++': 29488}",Ruby
ruby3.2-csv,3.3.0,0,https://github.com/ruby/csv.git,"{'Ruby': 362134, 'Shell': 131}",Ruby
ruby3.2-date,3.3.4,4,https://github.com/ruby/date,"{'C': 375854, 'Ruby': 168066, 'Makefile': 341, 'Shell': 131, 'sed': 103}",Ruby
ruby3.2-deep_merge,1.2.2,1,https://github.com/danielsdeleo/deep_merge,{'Ruby': 55114},Ruby
ruby3.2-domain_name,0.6.20240107,0,https://github.com/knu/ruby-domain_name.git,"{'Ruby': 283895, 'HTML': 257}",Ruby
ruby3.2-drb,2.2.1,0,https://github.com/ruby/drb.git,"{'Ruby': 127902, 'Shell': 131}",Ruby
ruby3.2-elasticsearch-api,8.15.0,0,https://github.com/elastic/elasticsearch-ruby.git,"{'Ruby': 2406423, 'Shell': 15893, 'HTML': 11809, 'Dockerfile': 880}",Ruby
ruby3.2-elasticsearch,8.15.0,0,https://github.com/elastic/elasticsearch-ruby.git,"{'Ruby': 2406423, 'Shell': 15893, 'HTML': 11809, 'Dockerfile': 880}",Ruby
ruby3.2-elastic-transport,8.3.5,2,https://github.com/elastic/elastic-transport-ruby.git,{'Ruby': 299072},Ruby
ruby3.2-excon,0.112.0,0,https://github.com/excon/excon,{'Ruby': 319819},Ruby
ruby3.2-faraday-excon,2.1.0,3,https://github.com/lostisland/faraday-excon.git,"{'Ruby': 8786, 'Shell': 212}",Ruby
ruby3.2-faraday-follow_redirects,0.3.0,6,https://github.com/tisba/faraday-follow-redirects,"{'Ruby': 26061, 'Shell': 437}",Ruby
ruby3.2-faraday-net_http,3.3.0,0,https://github.com/lostisland/faraday-net_http,"{'Ruby': 14731, 'Shell': 212}",Ruby
ruby3.2-faraday,2.12.0,0,https://github.com/lostisland/faraday,"{'Ruby': 269975, 'Shell': 221}",Ruby
ruby3.2-ffi-compiler,1.3.2,0,https://github.com/ffi/ffi-compiler,"{'Ruby': 22203, 'C': 231}",Ruby
ruby3.2-ffi,1.17.0,0,https://github.com/ffi/ffi.git,"{'Ruby': 419257, 'C': 369470, 'Makefile': 15192, 'Shell': 1396}",Ruby
ruby3.2-fiber-annotation,0.2.0,0,https://github.com/ioquatix/fiber-annotation.git,{'Ruby': 4229},Ruby
ruby3.2-fiber-local,1.1.0,1,https://github.com/socketry/fiber-local,{'Ruby': 5263},Ruby
ruby3.2-fiber-storage,1.0.0,0,https://github.com/ioquatix/fiber-storage.git,{'Ruby': 5257},Ruby
ruby3.2-filesize,0.1.1,1,https://github.com/dominikh/filesize,{'Ruby': 9883},Ruby
ruby3.2-fluent-config-regexp-type,1.0.0,3,https://github.com/okkez/fluent-config-regexp-type,{'Ruby': 2997},Ruby
ruby3.2-fluentd-1.17,1.17.1,1,https://github.com/fluent/fluentd.git,"{'Ruby': 3323373, 'HTML': 7515}",Ruby
ruby3.2-gems,1.2.0,1,https://github.com/rubygems/gems,{'Ruby': 44407},Ruby
ruby3.2-hashie,5.0.0,3,https://github.com/hashie/hashie,"{'Ruby': 284043, 'Shell': 138}",Ruby
ruby3.2-http-accept,2.2.1,0,https://github.com/socketry/http-accept.git,{'Ruby': 39238},Ruby
ruby3.2-http-cookie,1.0.7,0,https://github.com/sparklemotion/http-cookie.git,{'Ruby': 146238},Ruby
ruby3.2-http-form_data,2.3.0,0,https://github.com/httprb/form_data,{'Ruby': 40526},Ruby
ruby3.2-http_parser.rb,0.8.0,5,https://github.com/tmm1/http_parser.rb.git,"{'Ruby': 21641, 'Java': 16651, 'C': 16584}",Ruby
ruby3.2-http,5.2.0,0,https://github.com/httprb/http,{'Ruby': 272532},Ruby
ruby3.2-i18n,1.14.6,0,https://github.com/ruby-i18n/i18n,"{'Ruby': 324713, 'Logos': 886}",Ruby
ruby3.2-io-console,0.7.2,0,https://github.com/ruby/io-console.git,"{'Ruby': 47580, 'C++': 45314, 'C': 43916, 'Shell': 143, 'sed': 103}",Ruby
ruby3.2-io-event,1.7.1,0,https://github.com/socketry/io-event,"{'C': 140553, 'Ruby': 68857}",Ruby
ruby3.2-jar-dependencies,0.4.2,1,https://github.com/mkristian/jar-dependencies,"{'Ruby': 131965, 'Java': 332, 'Shell': 13}",Ruby
ruby3.2-jmespath,1.6.2,2,https://github.com/jmespath/jmespath.rb,{'Ruby': 78860},Ruby
ruby3.2-jrjackson,0.4.20,0,https://github.com/guyboertje/jrjackson,"{'Java': 82306, 'Ruby': 51015, 'Shell': 3024}",Ruby
ruby3.2-jruby-openssl,0.15.1,0,https://github.com/jruby/jruby-openssl,"{'Java': 2327319, 'Ruby': 448862}",Ruby
ruby3.2-json-jwt,1.16.6,2,https://github.com/nov/json-jwt,{'Ruby': 99325},Ruby
ruby3.2-jsonpath,1.1.5,0,https://github.com/joshbuddy/jsonpath,{'Ruby': 68286},Ruby
ruby3.2-json,2.7.2,1,https://github.com/flori/json,"{'Ruby': 180281, 'Java': 138386, 'C': 99963, 'Ragel': 61764, 'C++': 5896, 'Shell': 287}",Ruby
ruby3.2-jwt,2.9.3,0,https://github.com/jwt/ruby-jwt,{'Ruby': 257159},Ruby
ruby3.2-kubeclient,4.12.0,1,https://github.com/ManageIQ/kubeclient,{'Ruby': 203697},Ruby
ruby3.2-llhttp,2023.03.29,1,https://github.com/bryanp/llhttp.git,"{'C': 1214021, 'Ruby': 38894}",Ruby
ruby3.2-logger,1.6.1,0,https://github.com/ruby/logger,"{'Ruby': 75157, 'Shell': 131}",Ruby
ruby3.2-logstash-core-plugin-api,8.15.2,0,https://github.com/elastic/logstash,"{'Java': 2668787, 'Ruby': 2581005, 'Shell': 109731, 'Python': 59279, 'HTML': 40454, 'PowerShell': 14868, 'CSS': 14421, 'Makefile': 11643, 'Groovy': 11561, 'Batchfile': 7124, 'Go': 5911, 'C': 3338}",Ruby
ruby3.2-logstash-core,8.15.2,0,https://github.com/elastic/logstash,"{'Java': 2668787, 'Ruby': 2581005, 'Shell': 109731, 'Python': 59279, 'HTML': 40454, 'PowerShell': 14868, 'CSS': 14421, 'Makefile': 11643, 'Groovy': 11561, 'Batchfile': 7124, 'Go': 5911, 'C': 3338}",Ruby
ruby3.2-logstash-mixin-ecs_compatibility_support,1.3.0,3,https://github.com/logstash-plugins/logstash-mixin-ecs_compatibility_support,{'Ruby': 33889},Ruby
ruby3.2-lru_redux,1.1.0,0,https://github.com/SamSaffron/lru_redux.git,{'Ruby': 16644},Ruby
ruby3.2-method_source,1.1.0,1,https://github.com/banister/method_source,{'Ruby': 27224},Ruby
ruby3.2-mime-types-data,3.2024.1001,0,https://github.com/mime-types/mime-types-data.git,{'Ruby': 26583},Ruby
ruby3.2-mime-types,3.6.0,0,https://github.com/mime-types/ruby-mime-types.git,{'Ruby': 101999},Ruby
ruby3.2-mini_mime,1.1.5,5,https://github.com/discourse/mini_mime,"{'Ruby': 16939, 'Shell': 131}",Ruby
ruby3.2-minitar,1.0.2,0,https://github.com/halostatue/minitar,{'Ruby': 81053},Ruby
ruby3.2-msgpack,1.7.3,0,https://github.com/msgpack/msgpack-ruby.git,"{'Ruby': 180756, 'C': 169888, 'Java': 69851}",Ruby
ruby3.2-multi_json,1.15.0,3,https://github.com/intridea/multi_json,{'Ruby': 41953},Ruby
ruby3.2-multi_xml,0.7.1,1,https://github.com/sferik/multi_xml,"{'Ruby': 48078, 'Shell': 131}",Ruby
ruby3.2-mustermann,3.0.3,0,https://github.com/sinatra/mustermann,{'Ruby': 392737},Ruby
ruby3.2-net-http-persistent,4.0.2,5,https://github.com/drbrain/net-http-persistent,{'Ruby': 73188},Ruby
ruby3.2-net-imap,0.4.16,0,https://github.com/ruby/net-imap,"{'Ruby': 811347, 'Makefile': 543, 'Shell': 131}",Ruby
ruby3.2-net-protocol,0.2.2,5,https://github.com/ruby/net-protocol,"{'Ruby': 18782, 'Shell': 131}",Ruby
ruby3.2-netrc,0.11.0,0,https://github.com/heroku/netrc,{'Ruby': 24239},Ruby
ruby3.2-nio4r,2.7.1,3,https://github.com/socketry/nio4r,"{'C': 300874, 'Ruby': 59452, 'C++': 30258, 'Java': 29059}",Ruby
ruby3.2-numerizer,0.2.0,1,https://github.com/jduff/numerizer,{'Ruby': 19624},Ruby
ruby3.2-oauth2,2.0.9,2,https://gitlab.com/oauth-xx/oauth2,{'Ruby': 180824},Ruby
ruby3.2-oj,3.16.6,0,https://github.com/ohler55/oj,"{'C': 760516, 'Ruby': 397698, 'RPC': 9028, 'Shell': 3034}",Ruby
ruby3.2-openid_connect-1.1.8,1.1.8,5,https://github.com/nov/openid_connect,{'Ruby': 100801},Ruby
ruby3.2-openid_connect,2.3.0,4,https://github.com/nov/openid_connect,{'Ruby': 100801},Ruby
ruby3.2-pg,1.5.8,0,https://github.com/ged/ruby-pg,"{'C': 458745, 'Ruby': 422525}",Ruby
ruby3.2-polyglot,0.3.5,1,https://github.com/cjheath/polyglot,"{'JavaScript': 25082, 'Ruby': 5473, 'CSS': 2276}",JavaScript
ruby3.2-prometheus-client,4.2.3,1,https://github.com/prometheus/client_ruby,{'Ruby': 148847},Ruby
ruby3.2-protocol-hpack,1.5.0,0,https://github.com/socketry/http-hpack.git,{'Ruby': 110484},Ruby
ruby3.2-protocol-http1,0.27.0,0,https://github.com/socketry/protocol-http1,{'Ruby': 68041},Ruby
ruby3.2-protocol-http2,0.19.3,0,https://github.com/socketry/protocol-http2,{'Ruby': 151822},Ruby
ruby3.2-protocol-http,0.36.0,0,https://github.com/socketry/protocol-http,{'Ruby': 171690},Ruby
ruby3.2-pry,0.14.2,2,https://github.com/pry/pry,"{'Ruby': 886669, 'Shell': 422, 'Dockerfile': 370}",Ruby
ruby3.2-psych,5.1.2,1,https://github.com/ruby/psych.git,"{'Ruby': 286496, 'Java': 48220, 'C': 35864, 'Shell': 74}",Ruby
ruby3.2-public_suffix,6.0.1,0,https://github.com/weppos/publicsuffix-ruby,{'Ruby': 76911},Ruby
ruby3.2-puma,6.4.3,0,https://github.com/puma/puma,"{'Ruby': 708059, 'C': 59297, 'Java': 42515, 'Ragel': 9223, 'Shell': 8665, 'PowerShell': 3326, 'Dockerfile': 1455, 'Lua': 127, 'Batchfile': 35}",Ruby
ruby3.2-rack-2.2,2.2.8.1,2,https://github.com/rack/rack,"{'Ruby': 658438, 'CSS': 7342, 'HTML': 49, 'JavaScript': 34}",Ruby
ruby3.2-rack-protection,4.0.0,2,https://github.com/sinatra/sinatra,"{'Ruby': 655928, 'HTML': 1685, 'Haml': 605, 'Slim': 498, 'Sass': 72, 'Liquid': 70, 'SCSS': 36, 'Stylus': 16}",Ruby
ruby3.2-rack,3.0.9.1,3,https://github.com/rack/rack,"{'Ruby': 658438, 'CSS': 7342, 'HTML': 49, 'JavaScript': 34}",Ruby
ruby3.2-recursive-open-struct,2.0.0,0,https://github.com/aetherknight/recursive-open-struct,{'Ruby': 42613},Ruby
ruby3.2-redis-client,0.22.2,2,https://github.com/redis-rb/redis-client,"{'Ruby': 174297, 'C': 31479, 'Shell': 718}",Ruby
ruby3.2-redis-namespace,1.11.0,4,https://github.com/resque/redis-namespace,{'Ruby': 70296},Ruby
ruby3.2-redis,5.3.0,0,https://github.com/redis/redis-rb,"{'Ruby': 481861, 'Makefile': 4065, 'Shell': 1066, 'HTML': 179}",Ruby
ruby3.2-reline,0.5.10,0,https://github.com/ruby/reline.git,"{'Ruby': 480560, 'Shell': 131}",Ruby
ruby3.2-rest-client,2.1.0,0,https://github.com/rest-client/rest-client,{'Ruby': 205786},Ruby
ruby3.2-rexml,3.3.8,0,https://github.com/ruby/rexml,"{'Ruby': 674939, 'XSLT': 13913, 'Scilab': 745}",Ruby
ruby3.2-ruby2_keywords,0.0.5,3,https://github.com/ruby/ruby2_keywords,{'Ruby': 5536},Ruby
ruby3.2-rubyzip,2.3.2,2,https://github.com/rubyzip/rubyzip,"{'Ruby': 341755, 'Makefile': 370}",Ruby
ruby3.2-securerandom,0.3.1,0,https://github.com/ruby/securerandom,{'Ruby': 23350},Ruby
ruby3.2-serverengine,2.3.2,4,https://github.com/fluent/serverengine.git,{'Ruby': 136663},Ruby
ruby3.2-sidekiq,7.3.2,0,https://github.com/sidekiq/sidekiq,"{'Ruby': 569736, 'HTML': 42240, 'CSS': 37132, 'JavaScript': 17611, 'Procfile': 125}",Ruby
ruby3.2-sigdump,0.2.5,3,https://github.com/frsyuki/sigdump.git,{'Ruby': 4641},Ruby
ruby3.2-sinatra,4.0.0,2,https://github.com/sinatra/sinatra,"{'Ruby': 655928, 'HTML': 1685, 'Haml': 605, 'Slim': 498, 'Sass': 72, 'Liquid': 70, 'SCSS': 36, 'Stylus': 16}",Ruby
ruby3.2-snaky_hash,2.0.0,2,https://gitlab.com/oauth-xx/snaky_hash,{'Ruby': 18492},Ruby
ruby3.2-stringio,3.1.1,0,https://github.com/ruby/stringio.git,"{'Java': 75081, 'C': 46817, 'Ruby': 37454}",Ruby
ruby3.2-strptime,0.2.5,5,https://github.com/nurse/strptime.git,"{'C': 45576, 'Ruby': 14340, 'Shell': 115}",Ruby
ruby3.2-stud,0.0.23,1,https://github.com/jordansissel/ruby-stud,"{'Ruby': 56127, 'Makefile': 576}",Ruby
ruby3.2-systemd-journal,2.0.0,0,https://github.com/ledbettj/systemd-journal,"{'Ruby': 57844, 'C': 627}",Ruby
ruby3.2-thread_safe,0.3.6,1,https://github.com/ruby-concurrency/thread_safe,"{'Java': 373411, 'Ruby': 123883, 'CSS': 2150, 'HTML': 640}",Ruby
ruby3.2-tilt,2.4.0,1,https://github.com/jeremyevans/tilt,"{'Ruby': 202470, 'HTML': 66}",Ruby
ruby3.2-timeout,0.4.1,4,https://github.com/ruby/timeout,"{'Ruby': 14133, 'Shell': 74}",Ruby
ruby3.2-timers,4.3.5,4,https://github.com/socketry/timers,{'Ruby': 39188},Ruby
ruby3.2-traces,0.13.1,0,https://github.com/socketry/traces,{'Ruby': 23602},Ruby
ruby3.2-treetop,1.6.12,2,https://github.com/cjheath/treetop,"{'Ruby': 255623, 'Gnuplot': 345}",Ruby
ruby3.2-tzinfo-data,1.2024.2,0,https://github.com/tzinfo/tzinfo-data,{'Ruby': 2187582},Ruby
ruby3.2-tzinfo,2.0.6,8,https://github.com/tzinfo/tzinfo,{'Ruby': 1204634},Ruby
ruby3.2-version_gem,1.1.4,0,https://gitlab.com/oauth-xx/version_gem,{'Ruby': 22053},Ruby
ruby3.2-webrick,1.8.2,0,https://github.com/ruby/webrick,"{'Ruby': 339394, 'Shell': 131, 'HTML': 79}",Ruby
ruby3.2-yajl-ruby,1.4.3,5,https://github.com/brianmario/yajl-ruby,"{'C': 172218, 'Ruby': 93436, 'Shell': 97}",Ruby
ruby-3.2,3.2.5,2,https://github.com/ruby/ruby,"{'Ruby': 35417607, 'C': 15995194, 'C++': 1589954, 'Rust': 1284218, 'Makefile': 1166820, 'Yacc': 520000, 'HTML': 201805, 'M4': 195196, 'Roff': 123320, 'Python': 98745, 'GDB': 36332, 'Ragel': 28852, 'Assembly': 22534, 'CSS': 20186, 'Shell': 16362, 'JavaScript': 15557, 'Batchfile': 13326, 'Emacs Lisp': 4294, 'Scheme': 557, 'Raku': 506, 'Perl': 178, 'sed': 103, 'Dockerfile': 81}",Ruby
ruby3.3-bundler,2.5.21,0,https://github.com/rubygems/rubygems,"{'Ruby': 4648042, 'Roff': 123320, 'Rust': 2535, 'Shell': 2364, 'Dockerfile': 636, 'Batchfile': 37}",Ruby
ruby-3.3,3.3.5,1,https://github.com/ruby/ruby,"{'Ruby': 35417607, 'C': 15995194, 'C++': 1589954, 'Rust': 1284218, 'Makefile': 1166820, 'Yacc': 520000, 'HTML': 201805, 'M4': 195196, 'Roff': 123320, 'Python': 98745, 'GDB': 36332, 'Ragel': 28852, 'Assembly': 22534, 'CSS': 20186, 'Shell': 16362, 'JavaScript': 15557, 'Batchfile': 13326, 'Emacs Lisp': 4294, 'Scheme': 557, 'Raku': 506, 'Perl': 178, 'sed': 103, 'Dockerfile': 81}",Ruby
ruff,0.6.9,0,https://github.com/astral-sh/ruff,"{'Rust': 10796191, 'Python': 253310, 'TypeScript': 79057, 'Shell': 18402, 'JavaScript': 2048, 'HTML': 1601, 'CSS': 1552, 'Dockerfile': 1352, 'RenderScript': 3}",Python
runc,1.1.14,1,https://github.com/opencontainers/runc,"{'Go': 1245113, 'Shell': 301013, 'C': 204365, 'Makefile': 10192, 'Dockerfile': 2644, 'Ruby': 2222}",Ruby
rust-analyzer,20240722,1,https://github.com/rust-lang/rust-analyzer,"{'Rust': 12857075, 'HTML': 249043, 'TypeScript': 236897, 'JavaScript': 1540, 'RenderScript': 1098, 'Shell': 120}",JavaScript
rustup,1.27.1,1,https://github.com/rust-lang/rustup.git,"{'Rust': 899739, 'Shell': 39361, 'HTML': 13028, 'Dockerfile': 11457, 'Python': 8534, 'JavaScript': 7747, 'CSS': 5544, 'PowerShell': 641, 'Nix': 626}",Python
rye,0.41.0,0,https://github.com/astral-sh/rye,"{'Rust': 419172, 'C++': 198844, 'Python': 22785, 'Jinja': 3302, 'Shell': 2858, 'Makefile': 684}",Python
s2n-tls,1.5.4,0,https://github.com/aws/s2n-tls,"{'C': 8324383, 'Rust': 530391, 'Python': 404814, 'Makefile': 305541, 'Shell': 201863, 'CMake': 36294, 'Coq': 29938, 'Nix': 16422, 'Ruby': 6523, 'Perl': 4252, 'Java': 3240, 'HTML': 686}",Python
s3fs-fuse,1.94,0,https://github.com/s3fs-fuse/s3fs-fuse,"{'C++': 1066366, 'Shell': 152669, 'M4': 12906, 'C': 9320, 'Makefile': 7861, 'Python': 3427}",Python
s5cmd,2.2.2,6,https://github.com/peak/s5cmd,"{'Go': 704411, 'Python': 19550, 'Makefile': 2076, 'Dockerfile': 220}",Python
sbom-convert,0.0.4,2,https://github.com/protobom/sbom-convert,"{'Go': 24240, 'Shell': 14422, 'Makefile': 1495, 'Dockerfile': 409, 'JavaScript': 70}",JavaScript
sbt,1.10.2,1,https://github.com/sbt/sbt,"{'Scala': 3551997, 'Java': 117999, 'Shell': 41125, 'Batchfile': 31485, 'Roff': 7306, 'Makefile': 4356, 'HTML': 3232, 'C': 971, 'C++': 508, 'PowerShell': 408, 'Python': 197}",Python
scala-2.13,2.13.15,0,https://github.com/scala/scala,"{'Scala': 20491759, 'Java': 350713, 'CSS': 61396, 'JavaScript': 48777, 'Shell': 28363, 'HTML': 11445, 'Batchfile': 3041, 'XSLT': 2266, 'Awk': 1380, 'Ruby': 238, 'C': 141}",JavaScript
scap-security-guide,0.1.74,1,https://github.com/ComplianceAsCode/content,"{'Shell': 3421863, 'Python': 1589844, 'Jinja': 397122, 'CMake': 150190, 'XSLT': 82289, 'HTML': 19136, 'Puppet': 397, 'Smarty': 392, 'Dockerfile': 232, 'Ruby': 77, 'Makefile': 76}",Python
